stroke_number,interval,async_ms,spm,speed_m_s,v_rel,empirical_speed_loss_pct,theory_k048_pct,theory_k093_pct
272,11. 2026-02-14 07:40,167.4,26.7,3.16,1.0232490449336,2.3249044933600027,-2.2326143511284666,-4.362256971177633
273,11. 2026-02-14 07:40,140.7,27.4,2.98,0.9649627069310532,-3.503729306894676,-1.9257134214363412,-3.762609871653396
274,11. 2026-02-14 07:40,64.8,25.8,2.93,0.9487720574859012,-5.1227942514098785,-0.8351062016544321,-1.631695974721029
275,11. 2026-02-14 07:40,108.5,25.9,3.21,1.0394396943787518,3.9439694378751833,-1.4037071086821715,-2.7426730089974507
276,11. 2026-02-14 07:40,128.1,26.2,3.31,1.0718209932690557,7.182099326905567,-1.6764762992371502,-3.275630840438206
277,11. 2026-02-14 07:40,102.0,26.5,2.9,0.9390576678188102,-6.094233218118983,-1.3501842658818604,-2.6380958821842637
278,11. 2026-02-14 07:40,71.3,27.0,3.17,1.0264871748226303,2.64871748226303,-0.961612922770688,-1.8788747254135878
279,11. 2026-02-14 07:40,52.4,26.7,2.88,0.9325814080407494,-6.741859195925059,-0.6988589725157207,-1.3654854557330225
280,11. 2026-02-14 07:40,54.5,26.2,3.07,0.9941058759323266,-0.5894124067673423,-0.7132549438596776,-1.3936134332855754
281,11. 2026-02-14 07:40,156.5,26.8,2.99,0.9682008368200836,-3.179916317991638,-2.095058397322124,-4.093489363321215
282,11. 2026-02-14 07:40,40.6,26.1,3.05,0.9876296161542658,-1.237038384573419,-0.5293141913371707,-1.0342155688181198
283,11. 2026-02-14 07:40,53.4,25.9,2.99,0.9682008368200836,-3.179916317991638,-0.6908567705403498,-1.3498501260872244
284,11. 2026-02-14 07:40,64.4,26.1,3.01,0.9746770965981444,-2.532290340185561,-0.839601820741719,-1.6404798677804657
285,11. 2026-02-14 07:40,67.9,25.5,3.01,0.9746770965981444,-2.532290340185561,-0.8648821854092296,-1.6898746264180335
286,11. 2026-02-14 07:40,64.7,27.4,2.82,0.9131526287065672,-8.68473712934328,-0.8855270672845152,-1.7302122153232038
287,11. 2026-02-14 07:40,85.3,26.2,2.85,0.9228670183736584,-7.713298162634164,-1.116342141490468,-2.181196804757057
288,11. 2026-02-14 07:40,86.4,25.9,3.0,0.971438966709114,-2.8561033290885995,-1.117790729863038,-2.1840271702984313
289,11. 2026-02-14 07:40,108.6,26.9,3.27,1.058868473712934,5.886847371293391,-1.4592479849394426,-2.851193127806207
290,11. 2026-02-14 07:40,114.9,28.3,2.97,0.9617245770420229,-3.8275422957977145,-1.6242521908398335,-3.1735912827310795
291,11. 2026-02-14 07:40,57.0,25.7,3.13,1.0135346552665088,1.3534655266508766,-0.7317369334407464,-1.4297249936410392
292,11. 2026-02-14 07:40,131.4,26.2,2.81,0.9099144988175368,-9.008550118246317,-1.7196642132690212,-3.360014773095865
293,11. 2026-02-14 07:40,97.5,27.0,3.1,1.0038202655994175,0.3820265599417505,-1.3149685830314457,-2.569288719885341
294,11. 2026-02-14 07:40,62.2,25.5,2.62,0.8483900309259595,-15.160996907404044,-0.7922779371495445,-1.548014753508125
295,11. 2026-02-14 07:40,173.9,26.5,3.0,0.971438966709114,-2.8561033290885995,-2.3019318023221134,-4.497694842272977
296,11. 2026-02-14 07:40,49.4,25.5,3.04,0.9843914862652356,-1.560851373476435,-0.6292368182506028,-1.229452231885874
297,11. 2026-02-14 07:40,80.5,24.8,2.8,0.9066763689285064,-9.332363107149355,-0.9972282162066394,-1.9484626782066836
298,11. 2026-02-14 07:40,221.5,26.7,3.23,1.0459159541568126,4.59159541568126,-2.9541462292410716,-5.772042527573751
299,11. 2026-02-14 07:40,195.5,27.9,3.81,1.2337274877205748,23.372748772057484,-2.7245699478502825,-5.323478388671831
300,11. 2026-02-14 07:40,24.2,26.0,3.34,1.081535382936147,8.153538293614693,-0.314293725524553,-0.6140917236664222
301,11. 2026-02-14 07:40,52.9,26.5,3.03,0.981153356376205,-1.8846643623794956,-0.7002426241681413,-1.368188942819094
304,11. 2026-02-14 07:40,106.3,26.6,3.12,1.0102965253774785,1.0296525377478494,-1.4124136243145509,-2.7596844818892277
305,11. 2026-02-14 07:40,59.6,25.3,2.89,0.9358195379297798,-6.418046207022021,-0.7532060121487015,-1.47167296294044
306,11. 2026-02-14 07:40,32.5,25.4,3.17,1.0264871748226303,2.64871748226303,-0.41234817295060144,-0.8056781911739216
307,11. 2026-02-14 07:40,112.3,26.3,2.98,0.9649627069310532,-3.503729306894676,-1.475307335345696,-2.8825711457907524
308,11. 2026-02-14 07:40,86.5,26.3,3.74,1.211060578497362,21.106057849736203,-1.136367626958172,-2.2203241683962602
309,11. 2026-02-14 07:40,115.6,26.0,2.99,0.9682008368200836,-3.179916317991638,-1.5013369698610877,-2.9334298866048925
310,11. 2026-02-14 07:40,70.5,26.0,2.94,0.9520101873749316,-4.798981262506841,-0.9156077541107844,-1.7889862197720148
311,11. 2026-02-14 07:40,179.3,24.7,3.35,1.0847735128251772,8.47735128251772,-2.212199245339865,-4.322368336806613
312,11. 2026-02-14 07:40,100.3,25.9,3.08,0.9973440058213572,-0.26559941786428176,-1.297620488486837,-2.53539265255709
313,11. 2026-02-14 07:40,116.9,26.8,2.83,0.9163907585955976,-8.36092414044024,-1.5649349945492412,-3.0576926937523963
314,11. 2026-02-14 07:40,131.0,27.0,3.15,1.0200109150445695,2.0010915044569533,-1.7667783013037885,-3.452069972358766
315,11. 2026-02-14 07:40,91.8,26.7,3.03,0.981153356376205,-1.8846643623794956,-1.2243369022317396,-2.392205435807089
317,11. 2026-02-14 07:40,50.2,25.5,2.59,0.8386756412588683,-16.13243587411317,-0.6394268881817868,-1.249362389487265
318,11. 2026-02-14 07:40,95.9,26.0,2.57,0.8321993814808076,-16.780061851919235,-1.2454862924712657,-2.4335287727111528
319,11. 2026-02-14 07:40,93.9,26.7,2.52,0.8160087320356557,-18.39912679643443,-1.252344609145538,-2.4469290895673823
320,11. 2026-02-14 07:40,123.5,25.7,2.72,0.8807713298162634,-11.922867018373662,-1.5854300224549505,-3.0977374862222518
321,11. 2026-02-14 07:40,98.3,26.2,3.0,0.971438966709114,-2.8561033290885995,-1.2864763482826846,-2.5136183576508637
322,11. 2026-02-14 07:40,106.3,25.8,2.55,0.8257231217027469,-17.427687829725315,-1.369935019072008,-2.676686452358725
323,11. 2026-02-14 07:40,23.9,26.0,2.55,0.8257231217027469,-17.427687829725315,-0.3103975223155709,-0.6064790163482434
324,11. 2026-02-14 07:40,69.9,26.2,3.66,1.185155539385119,18.515553938511896,-0.9147985426750728,-1.7874051190213163
325,11. 2026-02-14 07:40,51.3,24.7,3.4,1.1009641622703292,10.096416227032922,-0.6329382112991359,-1.2366843038381437
336,11. 2026-02-14 07:40,91.3,26.7,3.42,1.10744042204839,10.744042204839,-1.2176684005855973,-2.379175994435591
337,11. 2026-02-14 07:40,81.2,26.1,3.42,1.10744042204839,10.744042204839,-1.0586283826743415,-2.0684311376362396
339,11. 2026-02-14 07:40,79.6,26.7,3.42,1.10744042204839,10.744042204839,-1.0616254620658656,-2.0742870663425306
340,11. 2026-02-14 07:40,37.2,26.7,3.2,1.0362015644897216,3.620156448972156,-0.4961365224729926,-0.9693904380394741
341,11. 2026-02-14 07:40,62.9,27.3,2.88,0.9325814080407494,-6.741859195925059,-0.8577491364574008,-1.6759375160970602
342,11. 2026-02-14 07:40,90.1,27.0,3.12,1.0102965253774785,1.0296525377478494,-1.2151658392936744,-2.374286293965838
343,11. 2026-02-14 07:40,73.6,28.0,3.14,1.0167727851555393,1.677278515553926,-1.0293968683423373,-2.011316312987544
344,11. 2026-02-14 07:40,44.5,27.2,3.18,1.0297253047116608,2.9725304711660794,-0.6046108159169087,-1.1813360176825134
345,11. 2026-02-14 07:40,109.4,25.9,3.81,1.2337274877205748,23.372748772057484,-1.4153507621182448,-2.7654232920213926
346,11. 2026-02-14 07:40,79.7,27.3,2.43,0.7868655630343824,-21.313443696561762,-1.0868458851455463,-2.123564706405973
347,11. 2026-02-14 07:40,41.2,27.0,2.43,0.7868655630343824,-21.313443696561762,-0.5556585191886725,-1.085689182146421
348,11. 2026-02-14 07:40,66.2,25.3,3.75,1.2142987083863923,21.429870838639232,-0.8366147316148329,-1.634643458836529
349,11. 2026-02-14 07:40,111.0,27.4,3.35,1.0847735128251772,8.47735128251772,-1.5192195435638511,-2.9683702612190976
350,11. 2026-02-14 07:40,66.6,26.4,2.87,0.929343278151719,-7.065672184828098,-0.8782641448923869,-1.7160213480916242
351,11. 2026-02-14 07:40,50.4,26.7,3.0,0.971438966709114,-2.8561033290885995,-0.6721849659311513,-1.3133676902470295
352,11. 2026-02-14 07:40,66.2,27.2,2.63,0.8516281608149898,-14.837183918501019,-0.8994435059258282,-1.7574032442827503
353,11. 2026-02-14 07:40,59.5,27.2,3.11,1.007058395488448,0.7058395488447999,-0.8084122145405856,-1.5795391697103267
354,11. 2026-02-14 07:40,31.1,26.0,3.31,1.0718209932690557,7.182099326905567,-0.4039063993311404,-0.7891839919845344
356,11. 2026-02-14 07:40,28.2,26.7,3.21,1.0394396943787518,3.9439694378751833,-0.37610349284242994,-0.7348604933525046
357,11. 2026-02-14 07:40,22.9,26.2,3.12,1.0102965253774785,1.0296525377478494,-0.2996979488878278,-0.5855733508667831
359,11. 2026-02-14 07:40,110.9,26.8,3.04,0.9843914862652356,-1.560851373476435,-1.4846132668563805,-2.9007538044237875
360,11. 2026-02-14 07:40,74.8,27.2,3.04,0.9843914862652356,-1.560851373476435,-1.0162896411367361,-1.9857063847786964
361,11. 2026-02-14 07:40,67.7,26.3,3.45,1.117154811715481,11.715481171548102,-0.8893883045672627,-1.7377566034731422
362,11. 2026-02-14 07:40,220.2,27.8,2.65,0.8581044205930506,-14.189557940694941,-3.0578002199969516,-5.974569821880837
363,11. 2026-02-14 07:40,136.0,26.8,3.33,1.0782972530471164,7.829725304711643,-1.8206258277048488,-3.557281491448468
364,11. 2026-02-14 07:40,76.9,27.5,3.33,1.0782972530471164,7.829725304711643,-1.0563456072044637,-2.0639708719382814
365,11. 2026-02-14 07:40,53.8,26.3,3.02,0.9779152264871748,-2.208477351282523,-0.7067812523739843,-1.3809646272799863
366,11. 2026-02-14 07:40,70.5,27.8,3.72,1.2045843187193013,20.458431871930127,-0.9789959832415308,-1.9128391119100772
367,11. 2026-02-14 07:40,58.7,27.0,3.21,1.0394396943787518,3.9439694378751833,-0.7916785212712397,-1.5468435677668666
368,11. 2026-02-14 07:40,33.5,26.3,3.14,1.0167727851555393,1.677278515553926,-0.4400961329838008,-0.8598943311130027
369,11. 2026-02-14 07:40,129.6,27.9,3.72,1.2045843187193013,20.458431871930127,-1.8061599245084226,-3.529016875559434
370,11. 2026-02-14 07:40,94.6,26.7,3.69,1.1948699290522102,19.486992905221022,-1.261680511450137,-2.4651703074874796
382,11. 2026-02-14 07:40,63.6,26.6,2.3,0.7447698744769873,-25.52301255230127,-0.8450565052342939,-1.651137658025916
383,11. 2026-02-14 07:40,72.2,26.1,3.15,1.0200109150445695,2.0010915044569533,-0.9412927244961508,-1.839171528784932
384,11. 2026-02-14 07:40,86.6,26.2,2.76,0.8937238493723848,-10.62761506276152,-1.1333555621696896,-2.214438960046438
385,11. 2026-02-14 07:40,48.8,25.5,3.39,1.0977260323812987,9.772603238129873,-0.621594265802215,-1.214519613684831
386,11. 2026-02-14 07:40,43.9,25.6,3.29,1.065344733490995,6.53447334909949,-0.5613729505618461,-1.0968544862130831
387,11. 2026-02-14 07:40,83.5,27.2,3.51,1.1365835910496631,13.658359104966312,-1.1344944523384688,-2.2166642129548286
5,12. 2026-02-14 07:40,257.5,27.8,3.45,1.098881653454134,9.888165345413391,-3.5757654707048827,-6.986610940664467
6,12. 2026-02-14 07:40,73.3,25.9,4.58,1.4588052095130242,45.880520951302415,-0.9483108854046376,-1.852884161838831
7,12. 2026-02-14 07:40,126.4,26.8,3.61,1.1498442808607023,14.984428086070235,-1.6921110633962713,-3.3061792685226936
8,12. 2026-02-14 07:40,109.5,26.3,3.66,1.165770101925255,16.57701019252551,-1.43852318094705,-2.8106993808022027
9,12. 2026-02-14 07:40,116.5,26.9,3.85,1.226288221970555,22.62882219705551,-1.5653995418549271,-3.058600362701871
12,12. 2026-02-14 07:40,84.4,27.0,3.8,1.2103624009060023,21.036240090600234,-1.1382907529010668,-2.2240817226494642
13,12. 2026-02-14 07:40,179.7,25.1,3.39,1.0797706681766708,7.977066817667078,-2.253039447181708,-4.402165125311011
14,12. 2026-02-14 07:40,71.4,26.9,3.39,1.0797706681766708,7.977066817667078,-0.9593950840209596,-1.874541338170932
15,12. 2026-02-14 07:40,27.1,27.1,3.75,1.1944365798414498,19.44365798414498,-0.366847512654938,-0.7167754335312415
16,12. 2026-02-14 07:40,145.9,27.4,3.48,1.1084371460928657,10.84371460928657,-1.9968840667204137,-3.901668658665462
18,12. 2026-02-14 07:40,115.2,27.8,3.13,0.9969563986409968,-0.30436013590031674,-1.5997210960202037,-3.1256605062700835
19,12. 2026-02-14 07:40,77.2,27.1,3.13,0.9969563986409968,-0.30436013590031674,-1.0450416227660961,-2.0418842608343852
22,12. 2026-02-14 07:40,87.5,27.5,3.32,1.0574745186862968,5.747451868629683,-1.20195371430937,-2.3484714082522706
23,12. 2026-02-14 07:40,93.5,26.7,3.32,1.0574745186862968,5.747451868629683,-1.247009807828624,-2.4365055364701838
24,12. 2026-02-14 07:40,81.4,27.8,3.55,1.1307332955832392,13.07332955832392,-1.1303584827781648,-2.208583031340146
25,12. 2026-02-14 07:40,8.4,27.7,3.41,1.0861409966024915,8.614099660249153,-0.11622673880332642,-0.22709291522997951
26,12. 2026-02-14 07:40,33.4,26.5,3.9,1.242214043035108,24.22140430351081,-0.44211916157307984,-0.8638470829897493
27,12. 2026-02-14 07:40,50.8,27.3,3.9,1.242214043035108,24.22140430351081,-0.6927449305570105,-1.3535393611721884
29,12. 2026-02-14 07:40,67.3,27.3,3.15,1.0033267270668178,0.3326727066817803,-0.9177506658757247,-1.7931732087970138
30,12. 2026-02-14 07:40,51.6,27.8,3.15,1.0033267270668178,0.3326727066817803,-0.7165417409257163,-1.4000354351001418
31,12. 2026-02-14 07:40,90.9,26.6,3.16,1.0065118912797284,0.6511891279728399,-1.207793023990524,-2.3598807093483614
33,12. 2026-02-14 07:40,87.5,27.0,4.07,1.2963618346545869,29.636183465458686,-1.1801000104128359,-2.3057719281022284
34,12. 2026-02-14 07:40,73.1,27.8,3.68,1.172140430351076,17.214043035107608,-1.0151007996447647,-1.983383533058534
35,12. 2026-02-14 07:40,38.0,26.8,3.75,1.1944365798414498,19.44365798414498,-0.5087042753881195,-0.9939462990811894
36,12. 2026-02-14 07:40,48.3,28.2,3.44,1.095696489241223,9.569648924122308,-0.6803669926700137,-1.329354375615205
37,12. 2026-02-14 07:40,12.4,27.1,3.08,0.9810305775764442,-1.8969422423555815,-0.1678564264546579,-0.3279710470770255
38,12. 2026-02-14 07:40,44.5,27.5,2.93,0.933253114382786,-6.674688561721398,-0.611279317563051,-1.1943654590540116
39,12. 2026-02-14 07:40,90.3,27.0,3.06,0.9746602491506232,-2.5339750849376785,-1.2178632107460463,-2.3795566298015
40,12. 2026-02-14 07:40,26.3,26.4,2.67,0.8504388448471123,-14.95611551528877,-0.34682202718723393,-0.6776480698920379
41,12. 2026-02-14 07:40,89.7,26.4,2.58,0.8217723669309175,-17.82276330690825,-1.182887294246954,-2.3112179417990797
42,12. 2026-02-14 07:40,73.9,27.2,2.58,0.8217723669309175,-17.82276330690825,-1.0040615572193157,-1.961814195657028
43,12. 2026-02-14 07:40,72.5,28.0,2.98,0.9491789354473388,-5.082106455266122,-1.0140118607991775,-1.9812558789619148
44,12. 2026-02-14 07:40,118.4,27.9,3.04,0.968289920724802,-3.1710079275197978,-1.6500720297978184,-3.224040108535779
45,12. 2026-02-14 07:40,204.6,27.7,2.54,0.8090317100792753,-19.096828992072467,-2.8309512808524504,-5.531334578101644
46,12. 2026-02-14 07:40,232.3,26.8,2.18,0.6943657984144962,-30.56342015855038,-3.109789557175267,-6.07615066517264
47,12. 2026-02-14 07:40,167.4,27.2,2.42,0.770809739524349,-22.919026047565104,-2.2744236086402356,-4.443947176630399
48,12. 2026-02-14 07:40,141.0,26.6,2.55,0.8122168742921858,-18.77831257078142,-1.8734743276420667,-3.6605410343027383
49,12. 2026-02-14 07:40,58.2,27.3,2.38,0.7580690826727068,-24.19309173272932,-0.7936565936696461,-1.5507084807130191
50,12. 2026-02-14 07:40,173.7,26.5,2.33,0.7421432616081541,-25.785673839184586,-2.2992843821929334,-4.492522105249085
51,12. 2026-02-14 07:40,50.9,26.7,2.35,0.7485135900339752,-25.148640996602477,-0.6788534675772936,-1.3263971316185277
52,12. 2026-02-14 07:40,145.1,27.6,2.57,0.8185872027180069,-18.14127972819931,-2.0004306106670517,-3.9085981743012415
53,12. 2026-02-14 07:40,106.1,26.4,2.29,0.7294026047565121,-27.059739524348792,-1.3991565431393733,-2.7337817572450653
54,12. 2026-02-14 07:40,119.6,26.9,2.6,0.8281426953567386,-17.18573046432614,-1.607053950264801,-3.1399880118381436
55,12. 2026-02-14 07:40,93.2,26.2,2.65,0.8440685164212912,-15.593148357870879,-1.2197313902334304,-2.3832068253617553
56,12. 2026-02-14 07:40,146.6,26.7,2.48,0.7899207248018122,-21.007927519818782,-1.955204682648944,-3.820232210123304
62,12. 2026-02-14 07:40,94.6,26.5,3.97,1.49811320754717,49.811320754716995,-1.2522297211021958,-2.446704612300308
63,12. 2026-02-14 07:40,176.4,26.8,2.63,0.9924528301886792,-0.7547169811320753,-2.3614587941701126,-4.614003346261101
64,12. 2026-02-14 07:40,114.1,27.2,2.63,0.9924528301886792,-0.7547169811320753,-1.5502493055307698,-3.0289986430915676
66,12. 2026-02-14 07:40,83.2,28.1,3.21,1.211320754716981,21.13207547169811,-1.1678219751722232,-2.2817821401687883
67,12. 2026-02-14 07:40,96.4,28.0,3.21,1.211320754716981,21.13207547169811,-1.3482861156005614,-2.6343871273369466
69,12. 2026-02-14 07:40,94.3,26.5,2.68,1.0113207547169811,1.132075471698113,-1.2482585909084258,-2.4389455067644716
70,12. 2026-02-14 07:40,89.5,27.9,3.02,1.139622641509434,13.962264150943394,-1.2473095157677763,-2.4370911293408124
71,12. 2026-02-14 07:40,28.1,25.9,2.53,0.9547169811320756,-4.528301886792441,-0.3635407350596223,-0.7103143921919665
72,12. 2026-02-14 07:40,127.5,26.7,2.49,0.939622641509434,-6.037735849056602,-1.700467919766305,-3.3225075497320686
74,12. 2026-02-14 07:40,37.7,26.7,2.71,1.0226415094339625,2.264150943396248,-0.502805024119135,-0.9824198794109725
75,12. 2026-02-14 07:40,36.5,27.1,2.62,0.988679245283019,-1.1320754716981019,-0.49409351335443663,-0.9653986466380188
76,12. 2026-02-14 07:40,17.6,26.2,2.67,1.0075471698113208,0.7547169811320753,-0.23033554150330876,-0.4500476408408465
77,12. 2026-02-14 07:40,109.0,26.9,3.02,1.139622641509434,13.962264150943394,-1.4646227473149103,-2.861694759952823
78,12. 2026-02-14 07:40,88.8,27.2,3.04,1.147169811320755,14.71698113207549,-1.2065042798521681,-2.357362660004656
79,12. 2026-02-14 07:40,78.0,26.2,2.16,0.8150943396226416,-18.490566037735846,-1.0208052407533001,-1.994529317362842
80,12. 2026-02-14 07:40,133.0,28.0,2.34,0.8830188679245283,-11.698113207547166,-1.860187275672974,-3.634579750371514
82,12. 2026-02-14 07:40,97.5,26.8,2.09,0.7886792452830188,-21.13207547169812,-1.3052280750089909,-2.550256951589894
84,12. 2026-02-14 07:40,119.9,25.2,2.09,0.7886792452830188,-21.13207547169812,-1.5092692399839898,-2.9489285779142107
85,12. 2026-02-14 07:40,44.3,26.6,2.24,0.8452830188679247,-15.471698113207532,-0.5886164022308054,-1.1500848781532715
86,12. 2026-02-14 07:40,48.2,26.1,2.12,0.8,-19.999999999999996,-0.6283976360209761,-1.2278125718481125
88,12. 2026-02-14 07:40,83.9,26.4,2.59,0.9773584905660376,-2.264150943396237,-1.1064018281752444,-2.161774641214524
89,12. 2026-02-14 07:40,29.9,26.1,2.31,0.8716981132075472,-12.83018867924528,-0.38981513105865523,-0.7616513671837877
90,12. 2026-02-14 07:40,64.9,26.0,2.72,1.0264150943396229,2.6415094339622858,-0.8428786275431193,-1.6468823498326777
91,12. 2026-02-14 07:40,67.9,25.8,2.74,1.0339622641509436,3.396226415094361,-0.8750572699434559,-1.7097555043758927
92,12. 2026-02-14 07:40,35.5,25.9,2.04,0.769811320754717,-23.018867924528298,-0.4592774410895584,-0.8973722748332672
103,12. 2026-02-14 07:40,75.1,26.2,2.89,1.090566037735849,9.056603773584904,-0.9828522253919593,-1.920373740178839
104,12. 2026-02-14 07:40,29.7,25.8,2.89,1.090566037735849,9.056603773584904,-0.3827570090916147,-0.7478606550804716
105,12. 2026-02-14 07:40,71.0,27.2,2.65,1.0,0.0,-0.9646599534854047,-1.8848282529316505
106,12. 2026-02-14 07:40,89.9,26.5,2.75,1.0377358490566038,3.7735849056603765,-1.1900153480664635,-2.3251452922388767
107,12. 2026-02-14 07:40,78.7,27.1,2.62,0.988679245283019,-1.1320754716981019,-1.0653468356436757,-2.0815581778195096
108,12. 2026-02-14 07:40,43.1,27.3,2.62,0.988679245283019,-1.1320754716981019,-0.5877422540749441,-1.1483768989472702
111,12. 2026-02-14 07:40,163.2,25.7,3.13,1.181132075471698,18.113207547169807,-2.0950783778513995,-4.093528402845922
112,12. 2026-02-14 07:40,135.5,26.1,2.52,0.9509433962264152,-4.905660377358478,-1.7665535203494245,-3.451630777705794
113,12. 2026-02-14 07:40,78.3,25.6,2.65,1.0,0.0,-1.0012642831205592,-1.956348662197822
114,12. 2026-02-14 07:40,85.0,26.4,2.68,1.0113207547169811,1.132075471698113,-1.1209076924302237,-2.1901173361529738
115,12. 2026-02-14 07:40,81.0,26.4,2.83,1.0679245283018868,6.792452830188678,-1.0681590951393898,-2.087052990922246
116,12. 2026-02-14 07:40,30.5,25.9,2.52,0.9509433962264152,-4.905660377358478,-0.39459047755581783,-0.7709818135891452
117,12. 2026-02-14 07:40,32.9,26.6,2.59,0.9773584905660376,-2.264150943396237,-0.4371440097831488,-0.8541262413373055
118,12. 2026-02-14 07:40,49.4,27.1,2.43,0.9169811320754718,-8.301886792452818,-0.6687183441016211,-1.3065943327100857
119,12. 2026-02-14 07:40,21.3,27.3,2.36,0.8905660377358491,-10.943396226415093,-0.29046194922961266,-0.5675273305702286
